pl_name,pl_letter,hostname,gaia_id,ra,dec,disc_year,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_msinie,pl_msinieerr1,pl_msinieerr2,st_teff,st_met,st_lum,st_logg,st_age,st_mass,st_rad,sy_vmag,sy_gaiamag,sy_plx,ttv_flag,tran_flag,rv_flag
Kepler-653 c,c,Kepler-653,Gaia DR2 2119511080054847616,282.2130447,46.7177898,2016,Transit,0.90037648,3.63e-06,-3.63e-06,,,,0.78,0.13,-0.12,,,,,,,,,,,5665.0,0.23,,4.29,7.76,1.02,1.19,13.498,13.3461,1.65,0,1,0
Kepler-524 c,c,Kepler-524,Gaia DR2 2086827237930612096,296.8591787,49.1620125,2016,Transit,1.88897906,1.07e-05,-1.07e-05,,,,0.96,0.08,-0.07,,,,,,,,,,,6014.0,0.02,,4.39,3.02,1.09,1.1,14.082,13.8868,0.916171,0,1,0
Kepler-1614 b,b,Kepler-1614,Gaia DR2 2132314858600815488,284.8713893,49.7758867,2016,Transit,3.9466141,3.022e-05,-3.022e-05,,,,1.49,0.12,-0.15,,,,,,,,,,,5121.0,-0.17,,4.58,5.5,0.79,0.76,16.01,15.9408,0.811097,0,1,0
Kepler-1636 b,b,Kepler-1636,Gaia DR2 2128125650583752832,294.0575681,46.4409844,2016,Transit,425.47785,0.01122,-0.01122,,,,3.23,0.76,-0.35,,,,,,,,,,,5797.0,0.03,,4.43,3.98,1.01,1.02,15.807,15.7916,0.484946,0,1,0
Kepler-971 b,b,Kepler-971,Gaia DR2 2103712163117363200,284.0945699,41.1828131,2016,Transit,9.59070716,2.32e-05,-2.32e-05,,,,2.13,0.22,-0.24,,,,,,,,,,,5431.0,-0.06,,4.54,4.47,0.88,0.85,13.483,13.2181,2.92682,0,1,0
Kepler-1460 b,b,Kepler-1460,Gaia DR2 2105886790959182976,285.5577888,44.0108221,2016,Transit,29.9633247,0.0002186,-0.0002186,,,,1.96,0.14,-0.13,,,,,,,,,,,4422.0,-0.02,,4.64,3.98,0.7,0.67,16.166,15.9191,1.77935,0,1,0
Kepler-24 e,e,Kepler-24,Gaia DR2 2052823535171095296,290.4132621,38.3437283,2014,Transit,18.998355,0.000157,-0.000157,0.138,,,2.78,0.64,-0.64,,,,,,,,,,,5897.0,,,4.2,,,1.29,15.04,14.9234,0.836127,0,1,0
Kepler-889 b,b,Kepler-889,Gaia DR2 2130131297229656832,291.467454,50.7595597,2016,Transit,3.744439,1.366e-05,-1.366e-05,,,,1.09,0.19,-0.13,,,,,,,,,,,5961.0,0.19,,4.3,3.98,1.14,1.25,12.998,12.6802,1.6427,0,1,0
HATS-10 b,b,HATS-10,Gaia DR2 6771939433131924096,294.3068385,-22.2044872,2015,Transit,3.312846,5.8e-06,-5.8e-06,0.04491,0.00074,-0.00074,10.862,0.684,-0.504,167.17858,25.74423,-25.74423,167.17858,25.74423,-25.74423,Mass,,,,5880.0,0.15,0.117,4.39,3.3,1.1,1.1,13.202,12.9838,1.84118,0,1,1
Kepler-1014 b,b,Kepler-1014,Gaia DR2 2105933417124075264,285.1219875,44.1105331,2016,Transit,16.57110363,3.817e-05,-3.817e-05,,,,2.39,0.21,-0.25,,,,,,,,,,,5388.0,-0.06,,4.54,4.79,0.88,0.84,14.866,14.6265,1.57173,0,1,0
Kepler-117 b,b,Kepler-117,Gaia DR2 2130959744881558272,288.7930651,48.040176,2014,Transit,18.7959228,7.5e-06,-7.5e-06,0.1445,0.0047,-0.0014,8.059,0.269,-0.269,29.875,10.488,-10.488,29.875,10.488,-10.488,Mass,,,,6150.0,-0.04,,4.1,5.3,1.13,1.61,14.282,14.2472,0.658131,1,1,0
Kepler-1193 b,b,Kepler-1193,Gaia DR2 2133404474624835840,288.1447323,51.2756446,2016,Transit,2.83265213,9.03e-06,-9.03e-06,,,,1.32,0.21,-0.17,,,,,,,,,,,5908.0,0.12,,4.31,5.01,1.08,1.21,13.577,13.4208,1.21792,0,1,0
Kepler-1153 b,b,Kepler-1153,Gaia DR2 2127307888808670976,289.1471849,45.86613,2016,Transit,1.75583533,4.39e-06,-4.39e-06,,,,1.73,0.21,-0.11,,,,,,,,,,,5470.0,0.03,,4.52,4.57,0.91,0.88,15.767,15.7976,0.865136,0,1,0
Kepler-333 c,c,Kepler-333,Gaia DR2 2053581167404822272,292.2861201,40.9135429,2014,Transit,24.08821,0.000207,-0.000207,0.135,,,1.11,0.2,-0.2,,,,,,,,,,,4259.0,,,4.73,,,0.53,15.052,14.7212,3.05373,0,1,0
Kepler-150 e,e,Kepler-150,Gaia DR2 2102063136195478656,288.2341025,40.520897,2014,Transit,30.826557,0.000199,-0.000199,0.189,,,3.12,0.55,-0.55,,,,,,,,,,,5560.0,,,4.47,,,0.94,15.161,14.9743,1.09362,0,1,0
Kepler-1402 b,b,Kepler-1402,Gaia DR2 2129725749238044928,291.8478341,48.9681664,2016,Transit,2.03387914,1.415e-05,-1.415e-05,,,,0.76,0.08,-0.07,,,,,,,,,,,5416.0,0.03,,4.53,4.57,0.9,0.87,14.78,14.6083,0.640641,0,1,0
Kepler-1410 b,b,Kepler-1410,Gaia DR2 2052857547022629888,290.5102933,38.743501,2016,Transit,60.866168,0.0005161,-0.0005161,,,,1.78,0.12,-0.14,,,,,,,,,,,4092.0,0.01,,4.67,4.07,0.63,0.6,16.319,15.9484,,0,1,0
Kepler-275 d,d,Kepler-275,Gaia DR2 2051950454223150720,292.4797004,38.5149018,2014,Transit,35.676062,0.000641,-0.000641,0.224,,,3.33,0.74,-0.74,,,,,,,,,,,6165.0,,,4.23,,,1.38,15.289,15.2874,0.463993,0,1,0
Kepler-1154 c,c,Kepler-1154,Gaia DR2 2073641344741406464,297.4771158,39.8772345,2016,Transit,8.45808312,4.757e-05,-4.757e-05,,,,2.36,0.95,-0.49,,,,,,,,,,,6327.0,0.04,,4.23,2.29,1.26,1.43,14.953,14.7792,0.656697,0,1,0
Kepler-390 c,c,Kepler-390,Gaia DR2 2101638759069485568,291.6288086,41.2088351,2014,Transit,13.060022,0.000257,-0.000257,0.101,,,0.79,0.08,-0.08,,,,,,,,,,,5166.0,,,4.57,,,0.78,14.231,13.9222,2.26866,0,1,0
Kepler-120 c,c,Kepler-120,Gaia DR2 2099740761478810624,287.8915707,39.3390979,2014,Transit,12.794585,4.4e-05,-4.4e-05,0.088,,,1.53,0.09,-0.09,,,,,,,,,,,4096.0,,,4.73,,,0.53,14.995,14.7188,2.54441,0,1,0
Kepler-338 c,c,Kepler-338,Gaia DR2 2104344141784539264,282.9790593,40.7844188,2014,Transit,24.310856,0.000158,-0.000158,0.172,,,2.34,0.12,-0.12,,,,,,,,,,,5923.0,,,4.02,,,1.74,12.19,12.0828,1.78034,0,1,0
Kepler-272 d,d,Kepler-272,Gaia DR2 2085701097508446464,299.1275257,47.5938319,2014,Transit,10.937304,7.3e-05,-7.3e-05,0.091,,,2.25,1.22,-1.22,,,,,,,,,,,5297.0,,,4.43,,,0.93,14.811,14.6591,1.09547,0,1,0
Kepler-371 b,b,Kepler-371,Gaia DR2 2052702348375966208,292.3264835,38.6575441,2014,Transit,34.763278,0.000351,-0.000351,0.2,,,1.89,0.52,-0.52,,,,,,,,,,,5666.0,,,4.39,,,0.99,13.997,13.7984,1.20114,0,1,0
Kepler-366 c,c,Kepler-366,Gaia DR2 2086824935828106496,296.8520316,49.0844359,2014,Transit,12.51616,9.5e-05,-9.5e-05,0.11,,,1.79,0.81,-0.81,,,,,,,,,,,6209.0,,,4.45,,,1.05,14.952,14.7901,0.510384,0,1,0
Kepler-586 b,b,Kepler-586,Gaia DR2 2126537234238972544,293.0571982,45.5511266,2016,Transit,2.10472218,9.2e-07,-9.2e-07,,,,2.79,0.36,-0.2,,,,,,,,,,,5575.0,0.0,,4.5,4.17,0.94,0.92,14.435,14.4125,1.41284,0,1,0
Kepler-628 b,b,Kepler-628,Gaia DR2 2101084708287433984,290.4492955,39.854802,2016,Transit,15.4580567,2.95e-06,-2.95e-06,,,,8.4,1.63,-1.41,,,,,,,,,,,5721.0,0.04,,4.22,8.71,1.0,1.28,13.138,13.0557,1.08501,0,1,0
Kepler-539 b,b,Kepler-539,Gaia DR2 2075377679763353984,299.1224639,41.8667953,2016,Transit,125.63243,0.00071,-0.00071,0.4988,0.0067,-0.0067,8.373,0.191,-0.191,308.2951,92.1707,-92.1707,308.2951,92.1707,-92.1707,Mass,,,,5820.0,-0.01,,4.5,,1.05,0.95,12.444,12.379,3.22574,1,1,1
Kepler-1072 b,b,Kepler-1072,Gaia DR2 2126806992544494720,292.0443891,46.3289723,2016,Transit,1.5690665,2.9e-06,-2.9e-06,,,,1.58,0.72,-0.24,,,,,,,,,,,6199.0,0.07,,4.27,2.88,1.2,1.32,13.972,13.842,0.988814,0,1,0
Kepler-675 b,b,Kepler-675,Gaia DR2 2135124213891990912,293.8334488,50.2303479,2016,Transit,2.33743801,2.07e-06,-2.07e-06,,,,2.44,0.24,-0.16,,,,,,,,,,,4945.0,-0.05,,4.6,4.68,0.79,0.75,15.605,15.3356,1.47401,0,1,0
Kepler-162 b,b,Kepler-162,Gaia DR2 2078852754973778560,297.2789115,43.7239693,2014,Transit,6.919798,5.2e-05,-5.2e-05,0.069,,,1.26,0.67,-0.67,,,,,,,,,,,5816.0,,,4.44,,,0.96,14.351,14.2231,1.14023,0,1,0
CoRoT-28 b,b,CoRoT-28,Gaia DR2 4284680029006075648,278.6883216,5.5736911,2015,Transit,5.20851,0.00038,-0.00038,0.0603,0.005,-0.005,10.705,0.74,-0.74,153.82972,27.65121,-27.65121,153.82972,27.65121,-27.65121,Mass,,,,5150.0,0.15,,3.6,12.0,1.01,1.78,13.783,13.4119,1.27685,0,1,1
Kepler-237 c,c,Kepler-237,Gaia DR2 2103573865170471680,283.2213438,40.421762,2014,Transit,8.103636,3.2e-05,-3.2e-05,0.071,,,2.08,1.1,-1.1,,,,,,,,,,,4861.0,,,4.58,,,0.72,15.689,15.2832,1.49163,0,1,0
Kepler-342 c,c,Kepler-342,Gaia DR2 2128298617506651904,292.6780488,46.7266813,2014,Transit,26.234138,0.000163,-0.000163,0.185,,,1.96,0.35,-0.35,,,,,,,,,,,6175.0,,,4.19,,,1.47,13.2,13.0992,1.25064,1,1,0
Kepler-346 c,c,Kepler-346,Gaia DR2 2130363259822710272,288.0119248,46.1176003,2014,Transit,23.851549,9.8e-05,-9.8e-05,0.168,,,3.07,1.46,-1.46,,,,,,,,,,,6033.0,,,4.46,,,1.02,15.261,15.1549,0.987735,0,1,0
Kepler-1272 b,b,Kepler-1272,Gaia DR2 2100148611573075200,285.2197605,38.8058393,2016,Transit,51.1309704,0.0004514,-0.0004514,,,,2.37,0.7,-0.32,,,,,,,,,,,5926.0,0.06,,4.39,3.89,1.06,1.09,14.734,14.3837,0.800307,0,1,0
Kepler-811 b,b,Kepler-811,Gaia DR2 2131496856310537984,285.4241593,47.8345586,2016,Transit,23.58447697,7.601e-05,-7.601e-05,,,,2.7,0.68,-0.48,,,,,,,,,,,5747.0,0.05,,4.25,7.94,1.01,1.24,14.046,13.9578,0.986417,0,1,0
Kepler-67 b,b,Kepler-67,Gaia DR2 2128112181565948800,294.1533505,46.1663976,2013,Transit,15.7259,0.00011,-0.00011,0.1171,0.0015,-0.0015,2.94,0.16,-0.16,,,,,,,,,,,5331.0,-0.2,,4.59,1.0,0.86,0.78,16.172,16.1723,0.857968,0,1,0
Kepler-464 b,b,Kepler-464,Gaia DR2 2134798444914611712,294.8351052,48.9823204,2016,Transit,7.25696522,5.77e-06,-5.77e-06,,,,3.3,0.16,-0.13,,,,,,,,,,,5933.0,0.19,,4.11,4.9,1.21,1.59,12.75,12.6717,1.46931,0,1,0
Kepler-262 c,c,Kepler-262,Gaia DR2 2051030231707057024,290.7287168,37.2526575,2014,Transit,21.853722,0.000187,-0.000187,0.152,,,1.64,0.68,-0.68,,,,,,,,,,,5841.0,,,4.54,,,0.88,14.478,14.2241,1.60236,0,1,0
Kepler-796 b,b,Kepler-796,Gaia DR2 2099651529238509696,287.3078999,39.1447097,2016,Transit,6.40087618,2.313e-05,-2.313e-05,,,,1.3,0.36,-0.22,,,,,,,,,,,5475.0,0.09,,4.33,11.75,0.93,1.09,13.175,12.9866,1.1944,0,1,0
Kepler-29 b,b,Kepler-29,Gaia DR2 2086435189017387264,298.348382,47.4913021,2011,Transit,10.33974,0.00014,-0.00015,,,,2.55,0.12,-0.12,5.0,1.5,-1.3,5.0,1.5,-1.3,Mass,,,,5378.0,-0.44,,4.6,,0.76,0.73,15.547,15.2819,1.17385,1,1,0
Kepler-79 e,e,Kepler-79,Gaia DR2 2076085318570299136,300.5171067,44.3815508,2014,Transit,81.0659,0.0013,-0.0011,0.386,0.005,-0.005,3.49,0.14,-0.14,4.1,1.2,-1.1,4.1,1.2,-1.1,Mass,,,,6174.0,-0.073,0.342,4.27,3.44,1.17,1.3,14.036,13.8825,0.951089,1,1,0
Kepler-1646 b,b,Kepler-1646,Gaia DR2 2102601381497162240,287.5264859,42.9129356,2016,Transit,4.48558383,1.05e-05,-1.05e-05,,,,1.23,0.28,-0.24,,,,,,,,,,,3299.0,0.04,,5.01,4.68,0.24,0.26,16.8419,15.6554,7.80885,0,1,0
Kepler-270 b,b,Kepler-270,Gaia DR2 2105415306628609024,282.2001207,44.4222795,2014,Transit,11.476094,7.1e-05,-7.1e-05,0.107,,,2.01,0.4,-0.4,,,,,,,,,,,6067.0,,,4.2,,,1.46,13.9,13.8586,1.02515,0,1,0
Kepler-800 b,b,Kepler-800,Gaia DR2 2106132875405444352,286.5747697,44.7951858,2016,Transit,14.13176026,4.273e-05,-4.273e-05,,,,2.85,0.34,-0.26,,,,,,,,,,,5315.0,-0.09,,4.55,4.68,0.85,0.82,15.92,15.7477,0.952861,0,1,0
Kepler-259 b,b,Kepler-259,Gaia DR2 2130405041264941184,288.2119707,46.6150461,2014,Transit,8.115317,2.2e-05,-2.2e-05,0.079,,,2.8,1.37,-1.37,,,,,,,,,,,5938.0,,,4.53,,,0.9,15.378,15.1689,0.969386,0,1,0
Kepler-1218 b,b,Kepler-1218,Gaia DR2 2126191334752646016,291.5788505,44.5316825,2016,Transit,22.9221266,0.0002337,-0.0002337,,,,1.44,0.15,-0.14,,,,,,,,,,,5986.0,-0.02,,4.38,3.8,1.06,1.1,13.73,13.5511,1.16109,0,1,0
Kepler-1510 b,b,Kepler-1510,Gaia DR2 2086856271911588224,298.9591432,48.2578295,2016,Transit,84.703921,0.001896,-0.001896,,,,3.36,1.23,-0.56,,,,,,,,,,,6200.0,0.04,,4.29,2.75,1.19,1.28,15.315,15.1424,0.56165,0,1,0
Kepler-1534 b,b,Kepler-1534,Gaia DR2 2125960402948600704,292.395373,43.8691326,2016,Transit,5.71668872,2.925e-05,-2.925e-05,,,,1.89,0.22,-0.15,,,,,,,,,,,5442.0,-0.01,,4.52,4.57,0.9,0.86,16.429,16.2352,,0,1,0
EPIC 212737443 b,b,EPIC 212737443,Gaia DR2 3630680754621236096,204.2215065,-7.3180577,2019,Transit,13.603,0.0013,-0.0013,0.098,0.004,-0.004,2.586,0.126,-0.126,,,,,,,,,,,4684.0,-0.137,,4.62,,0.69,0.67,14.81,14.4776,2.94582,0,1,0
Kepler-115 c,c,Kepler-115,Gaia DR2 2079368391569401600,297.7119299,45.261985,2014,Transit,8.990889,2.1e-05,-2.1e-05,0.087,,,2.6,0.5,-0.5,,,,,,,,,,,5979.0,,,4.31,,,1.21,13.545,13.3925,1.57488,0,1,0
Kepler-228 d,d,Kepler-228,Gaia DR2 2086660283961964416,296.2860853,48.2246328,2014,Transit,11.094286,3.6e-05,-3.6e-05,0.101,,,4.04,1.85,-1.85,,,,,,,,,,,6043.0,,,4.47,,,1.01,15.902,15.7042,0.579846,0,1,0
Kepler-112 c,c,Kepler-112,Gaia DR2 2078722600285671936,296.9811361,43.2097025,2014,Transit,28.574263,6e-05,-6e-05,0.172,,,2.4,0.58,-0.58,,,,,,,,,,,5544.0,,,4.51,,,0.84,13.927,13.7662,1.91976,0,1,0
Kepler-1511 b,b,Kepler-1511,Gaia DR2 2102928726723805568,288.4211892,43.179773,2016,Transit,23.2382792,0.000222,-0.000222,,,,1.68,0.69,-0.24,,,,,,,,,,,6064.0,0.14,,4.28,3.31,1.17,1.29,13.564,13.5024,0.648825,0,1,0
Kepler-195 c,c,Kepler-195,Gaia DR2 2130982113070876160,288.1209339,47.9666141,2014,Transit,34.096863,0.000371,-0.000371,0.197,,,1.55,0.57,-0.57,,,,,,,,,,,5329.0,,,4.6,,,0.78,14.863,14.7989,1.50495,0,1,0
Kepler-481 b,b,Kepler-481,Gaia DR2 2129753580626548736,291.9069862,49.262076,2016,Transit,10.06082567,1.522e-05,-1.522e-05,,,,2.5,0.37,-0.29,,,,,,,,,,,5802.0,0.03,,4.36,6.17,1.01,1.09,14.054,13.8151,1.20019,0,1,0
Kepler-1080 b,b,Kepler-1080,Gaia DR2 2086818579276362624,296.4644914,49.1828952,2016,Transit,77.2548396,0.0003198,-0.0003198,,,,3.28,1.13,-0.5,,,,,,,,,,,5956.0,0.09,,4.35,3.89,1.1,1.16,13.486,13.4086,0.694369,0,1,0
Kepler-1423 b,b,Kepler-1423,Gaia DR2 2102161989163432832,288.2437481,41.1100655,2016,Transit,23.955378,0.0001729,-0.0001729,,,,1.06,0.09,-0.07,,,,,,,,,,,4939.0,-0.02,,4.59,4.68,0.79,0.75,14.721,14.5581,,0,1,0
Kepler-206 d,d,Kepler-206,Gaia DR2 2101715862321812736,291.6346564,41.8338415,2014,Transit,23.44281,0.000453,-0.000453,0.163,,,1.19,0.24,-0.24,,,,,,,,,,,5764.0,,,4.31,,,1.19,13.507,13.4609,1.6534,0,1,0
Kepler-587 b,b,Kepler-587,Gaia DR2 2130815021663398144,288.6706571,47.3991249,2016,Transit,10.94027841,2.949e-05,-2.949e-05,,,,2.23,0.64,-0.17,,,,,,,,,,,5549.0,-0.05,,4.51,4.79,0.92,0.89,15.011,14.8658,1.24051,0,1,0
Kepler-922 b,b,Kepler-922,Gaia DR2 2132214871762396160,284.7316084,49.533149,2016,Transit,0.93846683,9.5e-07,-9.5e-07,,,,1.42,0.18,-0.11,,,,,,,,,,,5671.0,-0.05,,4.48,4.37,0.95,0.93,13.863,13.745,1.83567,0,1,0
KOI-351 h,h,KOI-351,Gaia DR2 2132193431285570304,284.4334642,49.3051239,2013,Transit,331.60059,0.00037,-0.00037,1.01,0.11,-0.11,11.3,1.0,-1.0,,,,,,,,,,,6080.0,-0.12,,4.4,,1.2,1.2,13.883,13.7397,1.15007,0,1,0
Kepler-199 c,c,Kepler-199,Gaia DR2 2076391669999950720,295.5594278,40.236249,2014,Transit,67.093408,0.00019,-0.00019,0.316,,,3.25,0.58,-0.58,,,,,,,,,,,5644.0,,,4.44,,,0.97,13.796,13.5973,1.8904,1,1,0
Kepler-1248 b,b,Kepler-1248,Gaia DR2 2133405707276892288,288.0592191,51.3544564,2016,Transit,7.46725407,5.302e-05,-5.302e-05,,,,1.18,0.2,-0.11,,,,,,,,,,,6149.0,0.24,,4.36,1.51,1.21,1.21,12.9,12.9248,,0,1,0
Kepler-660 b,b,Kepler-660,Gaia DR2 2130882023153533184,288.1382985,47.7245642,2016,Transit,9.27358194,1.178e-05,-1.178e-05,,,,2.57,0.11,-0.17,,,,,,,,,,,4779.0,-0.07,,4.61,4.57,0.75,0.71,15.559,15.2644,1.73079,0,1,0
Kepler-1455 b,b,Kepler-1455,Gaia DR2 2135220283720198528,294.0830662,50.5027572,2016,Transit,49.276764,0.0003737,-0.0003737,,,,2.16,0.15,-0.16,,,,,,,,,,,4075.0,-0.02,,4.68,4.17,0.62,0.6,16.06,15.8657,2.76822,0,1,0
Kepler-1366 b,b,Kepler-1366,Gaia DR2 2104065209429419520,285.0648845,41.5548464,2016,Transit,2.16457097,6.83e-06,-6.83e-06,,,,1.43,0.1,-0.1,,,,,,,,,,,4070.0,-0.02,,4.68,3.98,0.62,0.6,16.685,15.8887,2.11896,0,1,0
Kepler-172 d,d,Kepler-172,Gaia DR2 2104506319750394624,283.3684093,41.821839,2014,Transit,14.627119,0.000105,-0.000105,0.118,,,2.25,0.4,-0.4,,,,,,,,,,,5526.0,,,4.38,,,1.08,14.703,14.5369,1.17846,0,1,0
Kepler-736 b,b,Kepler-736,Gaia DR2 2106546978971754368,285.3913092,46.1809293,2016,Transit,3.60147201,5.43e-06,-5.43e-06,,,,2.93,0.17,-0.53,,,,,,,,,,,5217.0,0.03,,4.56,4.27,0.86,0.81,15.809,15.7425,0.966426,0,1,0
Kepler-332 b,b,Kepler-332,Gaia DR2 2130683904901068800,286.6627811,47.4136938,2014,Transit,7.626324,2.8e-05,-2.8e-05,0.07,,,1.17,0.08,-0.08,,,,,,,,,,,4955.0,,,4.61,,,0.72,14.243,14.0025,2.8765,0,1,0
Kepler-1210 b,b,Kepler-1210,Gaia DR2 2128893144058813056,292.8321598,48.2193376,2016,Transit,8.07124073,4.899e-05,-4.899e-05,,,,1.7,0.3,-0.13,,,,,,,,,,,5568.0,0.04,,4.49,5.13,0.94,0.92,15.649,15.566,0.821945,0,1,0
Kepler-817 b,b,Kepler-817,Gaia DR2 2073195870740245504,296.0818498,39.161614,2016,Transit,3.99010623,1.36e-06,-1.36e-06,,,,9.03,2.06,-1.13,,,,,,,,,,,5861.0,0.02,,4.42,3.55,1.03,1.03,15.967,15.5969,0.646594,0,1,0
Kepler-1171 b,b,Kepler-1171,Gaia DR2 2052136752727511552,294.9589285,38.5915968,2016,Transit,1.44259224,2.19e-06,-2.19e-06,,,,2.56,0.68,-0.5,,,,,,,,,,,7044.0,-0.01,,4.05,1.35,1.58,1.95,11.647,11.4587,1.7171,0,1,0
Kepler-1229 b,b,Kepler-1229,Gaia DR2 2086316205543022336,297.4868347,46.9966782,2016,Transit,86.828989,0.001069,-0.001069,,,,1.4,0.11,-0.13,,,,,,,,,,,3784.0,-0.06,,4.75,3.72,0.54,0.51,16.124,15.5104,3.73881,0,1,0
Kepler-584 b,b,Kepler-584,Gaia DR2 2102518574527334016,288.230615,42.4136181,2016,Transit,35.1810304,9.392e-05,-9.392e-05,,,,4.21,1.59,-0.56,,,,,,,,,,,6195.0,0.02,,4.31,2.88,1.17,1.24,14.973,14.8141,0.5118,0,1,0
Kepler-814 b,b,Kepler-814,Gaia DR2 2131593269736776576,284.9105256,48.4315896,2016,Transit,6.1469851,2.5e-05,-2.5e-05,,,,2.12,0.69,-0.3,,,,,,,,,,,6162.0,0.01,,4.33,3.02,1.15,1.22,14.859,14.6655,0.456804,0,1,0
Kepler-247 d,d,Kepler-247,Gaia DR2 2102911576914748032,288.6425609,43.0393769,2014,Transit,20.477912,2.6e-05,-2.6e-05,0.14,,,3.94,1.1,-1.1,,,,,,,,,,,5100.0,,,4.61,,,0.77,15.199,15.0473,1.47846,1,1,0
Kepler-604 b,b,Kepler-604,Gaia DR2 2125758402049480704,292.3159795,42.6262429,2016,Transit,25.85501786,9.434e-05,-9.434e-05,,,,2.59,0.49,-0.27,,,,,,,,,,,5890.0,-0.02,,4.42,3.72,1.02,1.03,14.791,14.6798,0.945646,0,1,0
Kepler-1068 b,b,Kepler-1068,Gaia DR2 2128129876831370880,294.6481708,46.3923173,2016,Transit,16.92344113,5.446e-05,-5.446e-05,,,,3.63,0.89,-0.37,,,,,,,,,,,5806.0,0.03,,4.43,4.17,1.01,1.01,16.096,15.8316,0.650755,0,1,0
Kepler-379 c,c,Kepler-379,Gaia DR2 2073167180357401984,295.7010981,38.9458209,2014,Transit,62.784697,0.000661,-0.000661,0.326,,,2.29,0.43,-0.43,,,,,,,,,,,6054.0,,,4.27,,,1.31,13.475,13.3686,1.3387,0,1,0
Kepler-1097 b,b,Kepler-1097,Gaia DR2 2104822188824798848,281.5941261,42.5963949,2016,Transit,187.747029,0.001894,-0.001894,,,,3.26,0.26,-0.26,,,,,,,,,,,5211.0,-0.11,,4.57,4.9,0.82,0.79,15.652,15.2071,1.36077,1,1,0
Kepler-1083 b,b,Kepler-1083,Gaia DR2 2106904698207543936,283.1618831,45.198336,2016,Transit,33.4177993,0.0001854,-0.0001854,,,,3.36,0.16,-0.63,,,,,,,,,,,5049.0,-0.02,,4.58,4.68,0.81,0.77,16.103,15.8498,1.07961,0,1,0
Kepler-320 c,c,Kepler-320,Gaia DR2 2128079230577866880,293.2135155,46.1751457,2014,Transit,17.934937,0.000281,-0.000281,0.142,,,1.37,0.64,-0.64,,,,,,,,,,,6435.0,,,4.42,,,1.11,13.494,13.4337,1.181,0,1,0
Kepler-1247 b,b,Kepler-1247,Gaia DR2 2128141799661062400,294.5335974,46.6182365,2016,Transit,13.71220213,6.363e-05,-6.363e-05,,,,2.33,0.21,-0.16,,,,,,,,,,,5303.0,-0.05,,4.55,4.68,0.86,0.82,15.925,15.9013,0.92864,0,1,0
Kepler-645 b,b,Kepler-645,Gaia DR2 2126865575897687168,290.3227098,44.0358625,2016,Transit,3.27582262,4.77e-06,-4.77e-06,,,,2.1,0.63,-0.28,,,,,,,,,,,6170.0,-0.01,,4.33,2.95,1.13,1.21,13.944,14.0305,0.823311,0,1,0
Kepler-1388 e,e,Kepler-1388,Gaia DR2 2107617246162706048,283.3360156,47.1744499,2016,Transit,37.6327084,0.0007269,-0.0007269,,,,2.46,0.14,-0.15,,,,,,,,,,,4098.0,0.02,,4.67,4.47,0.63,0.61,16.43,16.2941,2.17549,0,1,0
Kepler-158 b,b,Kepler-158,Gaia DR2 2103295173333142784,284.0323723,39.7815365,2014,Transit,16.709184,6.4e-05,-6.4e-05,0.111,,,2.12,0.36,-0.36,,,,,,,,,,,4623.0,,,4.66,,,0.62,14.743,14.4165,3.14405,0,1,0
Kepler-257 c,c,Kepler-257,Gaia DR2 2080246282881778048,297.3159994,46.0232642,2014,Transit,6.581484,8e-06,-8e-06,0.066,,,5.41,2.72,-2.72,,,,,,,,,,,5180.0,,,4.36,,,1.04,15.652,15.4215,1.25353,0,1,0
Kepler-133 c,c,Kepler-133,Gaia DR2 2086718317558873984,297.2778906,48.3203542,2014,Transit,31.517586,0.000158,-0.000158,0.204,,,2.84,0.48,-0.48,,,,,,,,,,,5736.0,,,4.19,,,1.43,12.896,12.8415,1.50292,0,1,0
Kepler-707 b,b,Kepler-707,Gaia DR2 2101898205154183296,290.007564,42.1164698,2016,Transit,2.23749275,4.68e-06,-4.68e-06,,,,1.33,0.09,-0.1,,,,,,,,,,,5099.0,-0.12,,4.58,4.9,0.8,0.76,15.022,14.9969,1.66115,0,1,0
KIC 10001893 d,d,KIC 10001893,Gaia DR2 2130473176626619136,287.3892308,46.9844491,2014,Orbital Brightness Modulation,0.81161,,,,,,,,,,,,,,,,,,,27500.0,,,5.35,,,,15.829,15.7109,0.568678,0,0,0
Kepler-1520 b,b,Kepler-1520,Gaia DR2 2136216647412563840,290.9662102,51.5047656,2016,Transit,0.65355357,1.6e-07,-1.6e-07,,,,5.77,0.22,-0.3,,,,,,,,,,,4677.0,0.04,,4.61,4.47,0.76,0.71,16.002,15.6932,1.61666,0,1,0
Kepler-1046 b,b,Kepler-1046,Gaia DR2 2080369355161370240,296.7558056,46.9982799,2016,Transit,14.37508035,4.094e-05,-4.094e-05,,,,1.71,0.12,-0.11,,,,,,,,,,,5913.0,0.0,,4.42,3.63,1.04,1.04,13.347,13.2479,,0,1,0
