pl_name,pl_letter,hostname,gaia_id,ra,dec,disc_year,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_msinie,pl_msinieerr1,pl_msinieerr2,st_teff,st_met,st_lum,st_logg,st_age,st_mass,st_rad,sy_vmag,sy_gaiamag,sy_plx,ttv_flag,tran_flag,rv_flag
Kepler-567 b,b,Kepler-567,Gaia DR2 2086532122140235904,297.6726072,48.3023458,2016,Transit,16.54297375,4.149e-05,-4.149e-05,,,,2.25,0.15,-0.12,,,,,,,,,,,5148.0,0.0,,4.57,4.68,0.84,0.79,14.827,14.6694,1.76087,0,1,0
Kepler-712 c,c,Kepler-712,Gaia DR2 2077961463362645632,294.9096739,42.9351987,2016,Transit,226.89047,0.001096,-0.001096,,,,4.85,0.26,-0.41,,,,,,,,,,,5148.0,-0.03,,4.58,3.31,0.84,0.78,16.161,15.8543,1.11938,0,1,0
Kepler-936 b,b,Kepler-936,Gaia DR2 2128190453050802048,293.5777958,46.7362953,2016,Transit,10.56134221,4.545e-05,-4.545e-05,,,,1.45,0.2,-0.1,,,,,,,,,,,5482.0,0.05,,4.51,4.57,0.92,0.89,14.84,14.7886,,0,1,0
Kepler-937 b,b,Kepler-937,Gaia DR2 2128152897857003264,294.1688142,46.7146161,2016,Transit,67.668827,0.0005833,-0.0005833,,,,3.72,1.29,-0.48,,,,,,,,,,,6095.0,0.08,,4.32,3.24,1.15,1.22,15.405,15.1944,0.607898,0,1,0
Kepler-402 b,b,Kepler-402,Gaia DR2 2102954187290293120,288.3701976,43.3546109,2014,Transit,4.028751,1.9e-05,-1.9e-05,0.051,,,1.22,0.24,-0.24,,,,,,,,,,,6090.0,,,4.28,,,1.26,13.27,13.1917,1.57041,0,1,0
Kepler-776 b,b,Kepler-776,Gaia DR2 2102410719308323584,287.2726117,41.6356009,2016,Transit,4.89718784,1.969e-05,-1.969e-05,,,,1.28,0.11,-0.07,,,,,,,,,,,5071.0,0.05,,4.58,4.37,0.83,0.78,15.562,15.42,1.34537,0,1,0
Kepler-32 e,e,Kepler-32,Gaia DR2 2080287892525359872,297.8423073,46.5743595,2012,Transit,2.896,0.0003,-0.0003,0.033,,,1.5,0.1,-0.1,,,,,,,,,,,3900.0,0.0,,4.64,,0.58,0.53,16.36,15.8123,3.05948,0,1,0
Kepler-1385 b,b,Kepler-1385,Gaia DR2 2107492421531881856,282.6313559,46.481022,2016,Transit,2.88879862,1.881e-05,-1.881e-05,,,,0.85,0.2,-0.13,,,,,,,,,,,5732.0,0.41,,4.27,4.37,1.15,1.29,12.947,12.8443,1.42367,0,1,0
Kepler-133 b,b,Kepler-133,Gaia DR2 2086718317558873984,297.2778906,48.3203542,2014,Transit,8.129976,3.8e-05,-3.8e-05,0.083,,,1.76,0.3,-0.3,,,,,,,,,,,5736.0,,,4.19,,,1.43,12.896,12.8415,1.50292,0,1,0
Kepler-235 d,d,Kepler-235,Gaia DR2 2100082125479729792,286.0790779,39.278237,2014,Transit,20.060548,9.9e-05,-9.9e-05,0.122,,,2.05,0.1,-0.1,,,,,,,,,,,4255.0,,,4.73,,,0.55,16.567,15.9695,2.30818,0,1,0
Kepler-219 d,d,Kepler-219,Gaia DR2 2127771917075703424,288.7389481,46.7625929,2014,Transit,47.903645,0.000307,-0.000307,0.272,,,2.81,0.48,-0.48,,,,,,,,,,,5786.0,,,4.16,,,1.49,13.823,13.7179,1.24178,0,1,0
Kepler-338 b,b,Kepler-338,Gaia DR2 2104344141784539264,282.9790593,40.7844188,2014,Transit,13.726976,5.9e-05,-5.9e-05,0.117,,,2.44,0.13,-0.13,,,,,,,,,,,5923.0,,,4.02,,,1.74,12.19,12.0828,1.78034,1,1,0
Kepler-308 b,b,Kepler-308,Gaia DR2 2076400156855612416,295.7852423,40.4395753,2014,Transit,9.694928,9e-05,-9e-05,0.09,,,2.12,1.02,-1.02,,,,,,,,,,,5895.0,,,4.51,,,0.94,16.019,15.8506,0.722385,0,1,0
Kepler-339 c,c,Kepler-339,Gaia DR2 2128911251641171200,293.351701,48.4445922,2014,Transit,6.988055,5.3e-05,-5.3e-05,0.069,,,1.15,0.52,-0.52,,,,,,,,,,,5631.0,,,4.59,,,0.8,14.706,14.5134,1.5932,0,1,0
Kepler-263 c,c,Kepler-263,Gaia DR2 2051832634677771008,292.4698022,37.5677941,2014,Transit,47.332773,0.000456,-0.000456,0.242,,,2.47,1.35,-1.35,,,,,,,,,,,5265.0,,,4.58,,,0.79,15.435,15.4167,1.29686,0,1,0
Kepler-398 c,c,Kepler-398,Gaia DR2 2053457644144430848,291.4688524,40.3437001,2014,Transit,11.419412,4.7e-05,-4.7e-05,0.087,,,1.01,0.11,-0.11,,,,,,,,,,,4493.0,,,4.69,,,0.61,13.499,13.2351,5.6095,0,1,0
Kepler-106 d,d,Kepler-106,Gaia DR2 2082074942519913344,300.864006,44.3375497,2014,Transit,23.9802,,,,,,0.95,0.13,-0.13,8.1,,,8.1,,,Mass,,,,5858.0,-0.12,,4.41,4.83,1.0,1.04,12.923,12.8391,2.22233,0,1,1
Kepler-910 b,b,Kepler-910,Gaia DR2 2077243138673356928,296.0472937,42.7429414,2016,Transit,2.36436901,8.83e-06,-8.83e-06,,,,0.82,0.04,-0.03,,,,,,,,,,,6230.0,0.12,,4.19,3.39,1.26,1.5,11.44,11.5286,2.46984,0,1,0
Kepler-916 b,b,Kepler-916,Gaia DR2 2127452543307810432,290.9833818,45.9733334,2016,Transit,32.2968798,0.0002489,-0.0002489,,,,1.76,0.14,-0.13,,,,,,,,,,,5248.0,-0.05,,4.56,4.79,0.85,0.81,15.363,15.1752,1.17529,0,1,0
Kepler-1307 b,b,Kepler-1307,Gaia DR2 2128297208757012992,292.8698348,46.7418679,2016,Transit,18.01621096,9.522e-05,-9.522e-05,,,,2.47,0.66,-0.27,,,,,,,,,,,5884.0,0.06,,4.39,4.07,1.06,1.08,15.636,15.3803,0.957395,0,1,0
Kepler-1527 b,b,Kepler-1527,Gaia DR2 2080247996570836736,297.4144457,46.0608077,2016,Transit,160.129918,0.001742,-0.001742,,,,4.77,1.95,-0.75,,,,,,,,,,,6224.0,0.07,,4.27,2.82,1.21,1.32,15.161,15.0782,0.515025,1,1,0
Kepler-194 d,d,Kepler-194,Gaia DR2 2129234336259850240,291.971429,47.8640498,2014,Transit,52.814973,0.000481,-0.000481,0.275,,,2.4,1.26,-1.26,,,,,,,,,,,6089.0,,,4.42,,,1.02,14.969,14.9117,0.882241,0,1,0
Kepler-1545 b,b,Kepler-1545,Gaia DR2 2085676083618453376,298.8988313,47.4630696,2016,Transit,163.692349,0.001383,-0.001383,,,,2.7,0.22,-0.18,,,,,,,,,,,5201.0,-0.06,,4.57,4.47,0.84,0.8,15.256,15.0334,1.34157,0,1,0
Kepler-692 b,b,Kepler-692,Gaia DR2 2076495402046502016,294.7768068,40.1537027,2016,Transit,21.81293494,7.14e-05,-7.14e-05,,,,3.11,0.37,-0.23,,,,,,,,,,,5440.0,-0.01,,4.53,4.68,0.9,0.86,15.676,15.5495,0.981381,0,1,0
Kepler-694 b,b,Kepler-694,Gaia DR2 2101495685117920128,291.1495269,40.4204569,2016,Transit,6.36584161,8.1e-06,-8.1e-06,,,,2.8,0.52,-0.22,,,,,,,,,,,5700.0,0.0,,4.47,4.07,0.97,0.95,15.284,15.0857,0.949366,0,1,0
Kepler-1396 b,b,Kepler-1396,Gaia DR2 2079897050500386944,294.3363936,44.9182296,2016,Transit,18.2206421,0.0001376,-0.0001376,,,,2.07,0.79,-0.37,,,,,,,,,,,6195.0,0.04,,4.3,2.75,1.18,1.27,14.691,14.5271,0.909095,0,1,0
Kepler-1164 b,b,Kepler-1164,Gaia DR2 2099632837540824192,287.5296372,38.8945065,2016,Transit,3.97599768,1.086e-05,-1.086e-05,,,,1.12,0.04,-0.07,,,,,,,,,,,5183.0,-0.03,,4.57,3.63,0.85,0.79,14.321,14.0899,2.28804,0,1,0
Kepler-959 b,b,Kepler-959,Gaia DR2 2053574639053629952,292.171185,40.8113849,2016,Transit,14.80074836,4.706e-05,-4.706e-05,,,,4.38,1.21,-0.87,,,,,,,,,,,7005.0,0.02,,4.04,1.35,1.6,2.01,12.606,12.466,1.20954,0,1,0
Kepler-1364 b,b,Kepler-1364,Gaia DR2 2134842532758180864,295.1521334,49.5876179,2016,Transit,13.32196237,8.114e-05,-8.114e-05,,,,2.15,0.8,-0.39,,,,,,,,,,,6805.0,0.04,,4.1,1.58,1.49,1.79,13.196,13.1858,,0,1,0
Kepler-1379 b,b,Kepler-1379,Gaia DR2 2077413734773457536,293.6704404,41.4102105,2016,Transit,0.88184115,3.13e-06,-3.13e-06,,,,1.3,0.12,-0.09,,,,,,,,,,,5188.0,-0.04,,4.57,5.01,0.83,0.79,16.107,15.8526,1.00331,0,1,0
Kepler-804 c,c,Kepler-804,Gaia DR2 2126432677554353280,293.3722109,44.7851812,2016,Transit,9.65185017,5.013e-05,-5.013e-05,,,,1.14,0.2,-0.14,,,,,,,,,,,5817.0,0.0,,4.4,5.25,1.01,1.05,13.864,13.7361,1.5105,0,1,0
Kepler-666 b,b,Kepler-666,Gaia DR2 2086935024430952960,298.4568899,48.7915925,2016,Transit,4.49876092,1.769e-05,-1.769e-05,,,,2.4,0.58,-0.28,,,,,,,,,,,5887.0,0.01,,4.41,3.8,1.03,1.05,15.422,15.3405,0.634662,0,1,0
Kepler-513 b,b,Kepler-513,Gaia DR2 2132325200882204544,285.0416235,50.0753913,2016,Transit,28.86235584,6.735e-05,-6.735e-05,,,,2.2,0.31,-0.2,,,,,,,,,,,5849.0,-0.01,,4.39,5.5,1.02,1.06,13.019,12.8822,2.10685,0,1,0
Kepler-515 b,b,Kepler-515,,290.493913,52.055611,2016,Transit,19.96371318,5.659e-05,-5.659e-05,,,,1.46,0.06,-0.05,,,,,,,,,,,5293.0,0.08,,4.55,3.39,0.9,0.83,12.913,,,0,1,0
Kepler-1493 b,b,Kepler-1493,Gaia DR2 2099457980832215552,288.5493683,38.5651973,2016,Transit,15.0217983,0.0001075,-0.0001075,,,,1.41,0.27,-0.23,,,,,,,,,,,5863.0,0.06,,4.24,6.46,1.06,1.29,13.7192,13.5532,,0,1,0
Kepler-150 c,c,Kepler-150,Gaia DR2 2102063136195478656,288.2341025,40.520897,2014,Transit,7.381998,1e-05,-1e-05,0.073,,,3.69,0.59,-0.59,,,,,,,,,,,5560.0,,,4.47,,,0.94,15.161,14.9743,1.09362,0,1,0
Kepler-220 c,c,Kepler-220,Gaia DR2 2129084935820532608,291.5060432,46.8956262,2014,Transit,9.034199,9e-06,-9e-06,0.076,,,1.57,0.09,-0.09,,,,,,,,,,,4632.0,,,4.65,,,0.67,13.049,12.8566,5.81537,0,1,0
Kepler-636 b,b,Kepler-636,,293.5920614,41.0950891,2016,Transit,16.08066115,5.6e-06,-5.6e-06,,,,4.45,0.14,-0.13,,,,,,,,,,,5203.0,-0.02,,4.56,5.01,0.85,0.8,13.906,,,0,1,0
Kepler-201 b,b,Kepler-201,Gaia DR2 2077386315701921920,293.626059,41.2728004,2014,Transit,25.672083,7.5e-05,-7.5e-05,0.175,,,2.46,0.48,-0.48,,,,,,,,,,,6065.0,,,4.29,,,1.23,12.991,12.9199,1.54279,0,1,0
Kepler-251 c,c,Kepler-251,Gaia DR2 2078832551450444032,296.5662171,44.1058077,2014,Transit,16.514043,5.4e-05,-5.4e-05,0.122,,,2.77,0.49,-0.49,,,,,,,,,,,5526.0,,,4.49,,,0.89,15.541,15.216,1.05376,0,1,0
Kepler-1120 b,b,Kepler-1120,Gaia DR2 2101941434002832000,290.9144516,42.2865522,2016,Transit,2.94902905,7.47e-06,-7.47e-06,,,,1.38,0.09,-0.07,,,,,,,,,,,4904.0,-0.04,,4.6,4.68,0.78,0.74,15.494,15.3045,1.59688,0,1,0
Kepler-1151 b,b,Kepler-1151,Gaia DR2 2129254333627658112,292.2477819,47.8784257,2016,Transit,65.6478424,0.000401,-0.000401,,,,2.22,0.24,-0.17,,,,,,,,,,,5470.0,-0.11,,4.53,4.37,0.88,0.85,15.005,14.8569,1.43681,0,1,0
Kepler-375 c,c,Kepler-375,Gaia DR2 2130963696251416960,288.6178715,48.0983639,2014,Transit,19.986326,0.000184,-0.000184,0.141,,,2.65,0.96,-0.96,,,,,,,,,,,5826.0,,,4.57,,,0.84,15.643,15.6771,0.778936,0,1,0
Kepler-1140 b,b,Kepler-1140,Gaia DR2 2119201533172444160,281.6940529,46.946521,2016,Transit,24.0862707,0.000102,-0.000102,,,,2.77,0.45,-0.37,,,,,,,,,,,4850.0,-0.08,,4.61,5.01,0.76,0.73,15.751,15.4527,1.49476,0,1,0
Kepler-265 d,d,Kepler-265,Gaia DR2 2101776885215761152,290.5104788,41.244743,2014,Transit,43.130617,0.000658,-0.000658,0.236,,,2.49,0.54,-0.54,,,,,,,,,,,5835.0,,,4.33,,,1.1,15.47,15.3522,0.752895,0,1,0
Kepler-945 b,b,Kepler-945,Gaia DR2 2101737474597174016,291.2697354,42.0960305,2016,Transit,31.0033814,0.0002081,-0.0002081,,,,2.63,0.47,-0.25,,,,,,,,,,,5718.0,-0.01,,4.46,4.47,0.97,0.97,15.599,15.8596,0.577611,0,1,0
Kepler-894 b,b,Kepler-894,Gaia DR2 2130777191591084032,288.7340513,46.939363,2016,Transit,9.803224,3.027e-05,-3.027e-05,,,,2.78,0.3,-0.34,,,,,,,,,,,5603.0,-0.25,,4.53,4.27,0.87,0.85,15.686,15.4056,0.831461,0,1,0
Kepler-298 d,d,Kepler-298,Gaia DR2 2143758128946411904,283.0398448,48.8253303,2014,Transit,77.473633,0.000615,-0.000615,0.305,,,2.5,0.2,-0.2,,,,,,,,,,,4465.0,,,4.71,,,0.58,15.617,15.4179,1.90121,0,1,0
Kepler-280 c,c,Kepler-280,Gaia DR2 2101761079737564672,291.3905325,42.1804735,2014,Transit,4.807091,9e-06,-9e-06,0.056,,,2.01,0.97,-0.97,,,,,,,,,,,5744.0,,,4.54,,,0.89,14.35,14.4574,1.2528,0,1,0
Kepler-303 c,c,Kepler-303,Gaia DR2 2105113765565227648,283.1354742,43.6567036,2014,Transit,7.061149,1.9e-05,-1.9e-05,0.057,,,1.14,0.09,-0.09,,,,,,,,,,,3944.0,,,4.77,,,0.48,14.917,14.396,4.73901,0,1,0
Kepler-1581 b,b,Kepler-1581,Gaia DR2 2100418850915010432,287.3713199,39.6036225,2016,Transit,6.28385491,4.246e-05,-4.246e-05,,,,0.8,0.14,-0.09,,,,,,,,,,,6022.0,0.07,,4.31,4.17,1.12,1.23,12.442,12.3525,1.99907,0,1,0
Kepler-1234 b,b,Kepler-1234,Gaia DR2 2133394407221680256,287.5220359,51.3759464,2016,Transit,11.94014029,8.335e-05,-8.335e-05,,,,2.81,0.16,-0.81,,,,,,,,,,,4967.0,0.01,,4.59,4.37,0.8,0.76,15.915,15.878,1.06285,0,1,0
Kepler-18 d,d,Kepler-18,Gaia DR2 2079295583282164992,298.0794448,44.746248,2011,Transit,14.85888,4e-05,-4e-05,0.1172,0.0017,-0.0017,6.98,0.33,-0.33,16.4,1.4,-1.4,16.4,1.4,-1.4,Mass,,,,5345.0,0.19,-0.031,4.31,10.0,0.97,1.11,13.771,13.5393,2.28043,1,1,1
Kepler-679 b,b,Kepler-679,Gaia DR2 2135356142125982464,296.0213374,50.5678019,2016,Transit,12.39358604,3.829e-05,-3.829e-05,,,,3.01,0.32,-0.39,,,,,,,,,,,5403.0,-0.09,,4.54,4.47,0.87,0.84,15.771,15.5291,1.05616,0,1,0
Kepler-265 c,c,Kepler-265,Gaia DR2 2101776885215761152,290.5104788,41.244743,2014,Transit,17.028937,0.000136,-0.000136,0.127,,,2.63,0.55,-0.55,,,,,,,,,,,5835.0,,,4.33,,,1.1,15.47,15.3522,0.752895,0,1,0
Kepler-325 d,d,Kepler-325,Gaia DR2 2133021810218800384,289.8354219,49.825607,2014,Transit,38.715185,0.00022,-0.00022,0.22,,,2.79,1.39,-1.39,,,,,,,,,,,5752.0,,,4.41,,,1.0,15.175,15.0053,1.18607,0,1,0
Kepler-238 c,c,Kepler-238,Gaia DR2 2100624562669914240,287.8971066,40.6378141,2014,Transit,6.155557,5e-05,-5e-05,0.069,,,2.39,0.45,-0.45,,,,,,,,,,,5751.0,,,4.19,,,1.43,15.297,15.0243,0.526944,0,1,0
Kepler-1268 b,b,Kepler-1268,Gaia DR2 2102974528255171968,287.838419,43.1531776,2016,Transit,40.9903986,0.0004806,-0.0004806,,,,2.03,0.67,-0.23,,,,,,,,,,,5904.0,0.05,,4.38,4.27,1.06,1.09,15.484,15.2224,0.514107,0,1,0
Kepler-1274 b,b,Kepler-1274,Gaia DR2 2107342716152550272,284.5936858,46.4497364,2016,Transit,6.98152703,6.708e-05,-6.708e-05,,,,1.42,0.1,-0.1,,,,,,,,,,,6179.0,0.11,,3.93,2.88,1.45,2.17,11.717,11.6819,1.59861,0,1,0
Kepler-198 d,d,Kepler-198,Gaia DR2 2052852912747829760,290.6731326,38.6910045,2016,Transit,1.31184443,1.33e-06,-1.33e-06,,,,1.53,0.09,-0.07,,,,,,,,,,,5636.0,0.04,,4.49,3.72,0.97,0.93,13.684,13.5662,1.98998,0,1,0
Kepler-362 c,c,Kepler-362,Gaia DR2 2129141083930129536,291.771603,47.5299192,2014,Transit,37.866281,0.000298,-0.000298,0.207,,,1.45,0.61,-0.61,,,,,,,,,,,5788.0,,,4.64,,,0.72,14.608,14.4863,0.88975,1,1,0
Kepler-369 c,c,Kepler-369,Gaia DR2 2128835935094128512,293.6743322,47.9084727,2014,Transit,14.871572,8.3e-05,-8.3e-05,0.094,,,1.41,0.06,-0.06,,,,,,,,,,,3591.0,,,4.79,,,0.47,16.429,15.6683,,0,1,0
Kepler-395 c,c,Kepler-395,Gaia DR2 2126465903421535744,293.5111889,45.1366252,2014,Transit,34.989262,0.000543,-0.000543,0.177,,,1.32,0.09,-0.09,,,,,,,,,,,4262.0,,,4.73,,,0.56,16.5919,15.9585,2.34555,0,1,0
Kepler-403 b,b,Kepler-403,Gaia DR2 2127815657021840128,289.9214256,46.7445267,2014,Transit,7.031462,5.1e-05,-5.1e-05,0.076,,,1.25,0.22,-0.22,,,,,,,,,,,6090.0,,,4.27,,,1.33,12.818,12.7598,1.16154,0,1,0
Kepler-120 b,b,Kepler-120,Gaia DR2 2099740761478810624,287.8915707,39.3390979,2014,Transit,6.312501,8e-06,-8e-06,0.055,,,2.15,0.17,-0.17,,,,,,,,,,,4096.0,,,4.73,,,0.53,14.995,14.7188,2.54441,0,1,0
Kepler-264 c,c,Kepler-264,Gaia DR2 2051738798233021824,292.044628,37.3761861,2014,Transit,140.101261,0.003678,-0.003678,0.566,,,2.83,0.58,-0.58,,,,,,,,,,,6158.0,,,4.15,,,1.55,13.15,13.0135,1.0329,0,1,0
Kepler-351 b,b,Kepler-351,Gaia DR2 2105491997566014336,286.4527949,42.6577891,2014,Transit,37.054919,0.000484,-0.000484,0.214,,,3.06,1.55,-1.55,,,,,,,,,,,5643.0,,,4.56,,,0.85,16.229,15.9665,0.894576,0,1,0
Kepler-97 b,b,Kepler-97,Gaia DR2 2131216137248338304,287.3265292,48.6733443,2014,Transit,2.58664,,,,,,1.48,0.13,-0.13,3.51,1.9,-1.9,3.51,1.9,-1.9,Mass,,,,5779.0,-0.2,,4.43,8.42,0.94,0.98,12.994,12.813,2.46563,0,1,1
Kepler-532 b,b,Kepler-532,Gaia DR2 2086877368789994240,298.6609094,48.6063022,2016,Transit,12.92491623,1.23e-05,-1.23e-05,,,,2.57,0.21,-0.14,,,,,,,,,,,5192.0,0.0,,4.58,2.0,0.87,0.79,13.74,13.5036,3.16817,0,1,0
Kepler-148 b,b,Kepler-148,Gaia DR2 2127828988601389440,289.7861626,46.8588176,2014,Transit,1.729366,4e-06,-4e-06,0.028,,,1.8,0.87,-0.87,,,,,,,,,,,5272.0,,,4.55,,,0.85,15.398,15.3362,1.23545,0,1,0
Kepler-1542 d,d,Kepler-1542,Gaia DR2 2105526799680172032,285.7284757,42.6544651,2016,Transit,5.99273738,2.26e-05,-2.26e-05,,,,0.87,0.12,-0.09,,,,,,,,,,,5564.0,0.06,,4.41,8.51,0.94,0.99,12.734,12.5876,2.47691,0,1,0
Kepler-354 b,b,Kepler-354,Gaia DR2 2103860562828483712,285.7515347,41.3356739,2014,Transit,5.47666,2.4e-05,-2.4e-05,0.054,,,1.84,0.58,-0.58,,,,,,,,,,,4648.0,,,4.63,,,0.67,15.771,15.5561,1.77633,0,1,0
Kepler-298 c,c,Kepler-298,Gaia DR2 2143758128946411904,283.0398448,48.8253303,2014,Transit,22.92881,0.00038,-0.00038,0.136,,,1.93,0.22,-0.22,,,,,,,,,,,4465.0,,,4.71,,,0.58,15.617,15.4179,1.90121,0,1,0
Kepler-1564 b,b,Kepler-1564,Gaia DR2 2127625956907154048,290.5861316,46.6427486,2016,Transit,18.0540381,0.0001919,-0.0001919,,,,1.47,0.19,-0.13,,,,,,,,,,,5528.0,0.03,,4.5,4.57,0.93,0.9,15.124,14.9531,1.07181,0,1,0
Kepler-363 b,b,Kepler-363,Gaia DR2 2104466153215402624,283.1920779,41.3054172,2014,Transit,3.614568,5.3e-05,-5.3e-05,0.048,,,1.16,0.19,-0.19,,,,,,,,,,,5593.0,,,4.15,,,1.49,13.472,13.316,1.28244,0,1,0
Kepler-1195 b,b,Kepler-1195,Gaia DR2 2103644611871388032,284.3510523,40.8529319,2016,Transit,8.49642241,2.872e-05,-2.872e-05,,,,2.08,0.19,-0.17,,,,,,,,,,,4965.0,-0.25,,4.61,4.47,0.74,0.71,16.003,15.9123,1.06088,0,1,0
Kepler-565 b,b,Kepler-565,,283.6180825,47.1967793,2016,Transit,4.24374723,2.93e-06,-2.93e-06,,,,3.64,0.51,-0.27,,,,,,,,,,,5735.0,-0.02,,4.47,4.07,0.98,0.95,15.231,,,0,1,0
Kepler-637 b,b,Kepler-637,Gaia DR2 2053626934575934464,292.4172566,41.4168384,2016,Transit,23.20584623,5.368e-05,-5.368e-05,,,,4.75,0.51,-0.56,,,,,,,,,,,6096.0,0.38,,3.84,2.19,1.64,2.56,13.5,13.3288,1.24337,0,1,0
Kepler-711 b,b,Kepler-711,Gaia DR2 2078511803294780032,297.4600468,42.8398172,2016,Transit,23.58914398,6.647e-05,-6.647e-05,,,,3.41,0.34,-0.63,,,,,,,,,,,5222.0,-0.04,,4.56,4.37,0.84,0.8,15.635,15.3293,1.57292,0,1,0
Kepler-247 c,c,Kepler-247,Gaia DR2 2102911576914748032,288.6425609,43.0393769,2014,Transit,9.439452,7e-06,-7e-06,0.084,,,4.09,1.14,-1.14,,,,,,,,,,,5100.0,,,4.61,,,0.77,15.199,15.0473,1.47846,1,1,0
Kepler-237 b,b,Kepler-237,Gaia DR2 2103573865170471680,283.2213438,40.421762,2014,Transit,4.715106,3e-05,-3e-05,0.05,,,1.41,0.75,-0.75,,,,,,,,,,,4861.0,,,4.58,,,0.72,15.689,15.2832,1.49163,0,1,0
Kepler-905 b,b,Kepler-905,Gaia DR2 2127811705651952000,290.0511468,46.7134077,2016,Transit,5.08274652,8.37e-06,-8.37e-06,,,,1.41,0.05,-0.05,,,,,,,,,,,5461.0,0.09,,4.55,1.66,0.95,0.86,14.058,13.9504,1.86055,0,1,0
Kepler-384 b,b,Kepler-384,Gaia DR2 2106306495162679552,286.0261113,44.7828571,2014,Transit,22.597053,0.000243,-0.000243,0.148,,,1.12,0.32,-0.32,,,,,,,,,,,5577.0,,,4.47,,,0.88,13.734,13.5538,1.08762,0,1,0
HATS-50 b,b,HATS-50,Gaia DR2 6850309426503755520,300.4280761,-26.077564,2017,Transit,3.8297015,4.6e-06,-4.6e-06,0.05046,0.0006,-0.0006,12.666,0.841,-0.841,123.9537,31.783,-31.783,123.9537,31.783,-31.783,Mass,,,,5990.0,,0.143,4.41,1.2,1.17,1.12,14.045,13.8936,1.2934,0,1,1
Kepler-163 b,b,Kepler-163,Gaia DR2 2128525769736134016,295.0027458,46.9873389,2014,Transit,7.810937,0.000107,-0.000107,0.078,,,1.05,0.44,-0.44,,,,,,,,,,,5776.0,,,4.52,,,0.92,14.467,14.3796,1.42108,0,1,0
Kepler-1156 b,b,Kepler-1156,Gaia DR2 2127359737653864832,288.9240901,46.0575865,2016,Transit,11.89520511,6.499e-05,-6.499e-05,,,,1.32,0.14,-0.09,,,,,,,,,,,5778.0,0.02,,4.44,4.47,1.0,1.0,14.262,14.1258,1.41767,0,1,0
Kepler-960 b,b,Kepler-960,Gaia DR2 2119194936102585472,281.4572217,46.7465538,2016,Transit,3.12686223,1.67e-06,-1.67e-06,,,,2.29,0.07,-0.25,,,,,,,,,,,4755.0,0.02,,4.61,3.63,0.77,0.72,14.127,13.8413,3.48098,0,1,0
Kepler-1066 b,b,Kepler-1066,Gaia DR2 2085502463860057984,298.866621,46.5022325,2016,Transit,1.93155984,1.57e-06,-1.57e-06,,,,2.36,0.5,-0.33,,,,,,,,,,,5762.0,-0.03,,4.45,3.8,0.98,0.98,13.115,13.0239,2.87613,0,1,0
Kepler-1360 b,b,Kepler-1360,Gaia DR2 2085210887120749824,300.3440482,45.6231826,2016,Transit,40.5286413,0.0003328,-0.0003328,,,,3.4,1.17,-0.76,,,,,,,,,,,6778.0,0.06,,4.09,1.55,1.51,1.83,14.007,13.8804,0.630932,0,1,0
Kepler-218 b,b,Kepler-218,Gaia DR2 2080452613110460928,295.4128785,46.2665801,2014,Transit,3.619337,1.1e-05,-1.1e-05,0.046,,,1.48,0.12,-0.12,,,,,,,,,,,5502.0,,,4.39,,,1.06,14.035,13.9069,1.49472,0,1,0
Kepler-1128 b,b,Kepler-1128,Gaia DR2 2053124285963894784,293.063315,39.4034052,2016,Transit,61.6178167,0.0003337,-0.0003337,,,,3.65,0.53,-0.34,,,,,,,,,,,5543.0,0.04,,4.5,4.57,0.94,0.91,15.934,15.6861,0.895523,0,1,0
Kepler-1309 b,b,Kepler-1309,Gaia DR2 2073622068939722368,298.7351131,40.7641262,2016,Transit,28.8432647,0.0002652,-0.0002652,,,,2.37,0.2,-0.2,,,,,,,,,,,5235.0,-0.03,,4.56,4.27,0.85,0.8,16.5119,16.1875,,0,1,0
Kepler-1329 b,b,Kepler-1329,Gaia DR2 2119746375543622016,281.6476437,48.2709523,2016,Transit,9.33646594,3.106e-05,-3.106e-05,,,,2.17,0.06,-0.16,,,,,,,,,,,4500.0,0.02,,4.62,5.62,0.72,0.69,15.958,15.8498,1.67244,0,1,0
Kepler-1579 b,b,Kepler-1579,Gaia DR2 2078225792827512704,293.288022,43.5149061,2016,Transit,0.84990789,2.93e-06,-2.93e-06,,,,0.84,0.06,-0.05,,,,,,,,,,,4584.0,0.11,,4.63,2.24,0.75,0.7,15.49,15.2481,,0,1,0
Kepler-1235 b,b,Kepler-1235,Gaia DR2 2105848204973534592,284.9030677,43.9540616,2016,Transit,4.16055856,2.789e-05,-2.789e-05,,,,0.79,0.12,-0.06,,,,,,,,,,,5541.0,0.01,,4.5,4.57,0.93,0.9,14.079,13.8765,1.82094,0,1,0
Kepler-649 b,b,Kepler-649,Gaia DR2 2106384010732717184,285.6558336,45.0794516,2016,Transit,29.90722674,5.373e-05,-5.373e-05,,,,2.26,0.14,-0.12,,,,,,,,,,,5871.0,-0.17,,4.48,2.95,0.97,0.94,13.556,13.3936,1.91768,0,1,0
